"ANO_EJE","REGION","TIPO_GOBIERNO","TIPO_GOBIERNO_NOMBRE","SECTOR","SECTOR_NOMBRE","PLIEGO","PLIEGO_NOMBRE","SEC_EJEC","EJECUTORA","EJECUTORA_NOMBRE","ALMACEN","SEC_ALMACEN","NOMBRE_ALMACEN","TIPO_TRANSAC","NOMBRE_TIPO_TRANSACCION","NRO_MOVIMTO","NRO_ORDEN","PROVEEDOR","NOMBRE_PROVEEDOR","OBSERVACION","FECHA_MOVIMTO","MES_MOVIMTO","NOMBRE_MES","TIPO_USO","NRO_GUIA","NRO_FACTURA","ESTADO_KARDEX","FECHA_REG","DOCUM_CONFIRMA","FECHA_CONFIRMA","GLOSA","TIPO_BIEN","GRUPO_BIEN","NOMBRE_GRUPO","CLASE_BIEN","NOMBRE_CLASE","FAMILIA_BIEN","NOMBRE_FAMILIA","ITEM_BIEN","NOMBRE_ITEM","UNIDAD_MEDIDA","UNIDAD_MEDIDA_DESC","MARCA","NOMBRE_MARCA","CANT_ARTICULO","PRECIO_UNIT","VALOR_TOTAL"
"2020","AMAZONAS","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","440","GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS","1101","403","REGION AMAZONAS-HOSPITAL DE APOYO BAGUA","001","002","ALMACEN ESPECIALIZADO DE MEDICAMENTOS","4","NEA - DONACION","71","0","0","HAB","REING DE MEDIC FARM D.U--------FORMATO 40 DEL HAB","26-JUN-20","6","JUNIO","C","FMDMDN°40","FMDMDN°40","CON CONFORMIDAD","26-JUN-20","FDMDMN°40","26-JUN-20","REING DE MEDIC FARM D.U--------FORMATO 40 DEL HAB","B","49","ACCES., REPUEST. DE EQ. MÉDICOS Y QUIRÚRG. Y SUMINIST. MÉDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)","57","MATERIAL MÉDICO","0129","EQUIPOS DE TRANSFUSIÓN, VENOCLISIS ","0041","EQUIPO DE TRANSFUSION DE SANGRE","112","UNIDAD","328","SIN MARCA","4","1.2","4.8"
"2020","AMAZONAS","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","440","GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS","1101","403","REGION AMAZONAS-HOSPITAL DE APOYO BAGUA","001","002","ALMACEN ESPECIALIZADO DE MEDICAMENTOS","4","NEA - DONACION","71","0","0","HAB","REING DE MEDIC FARM D.U--------FORMATO 40 DEL HAB","26-JUN-20","6","JUNIO","C","FMDMDN°40","FMDMDN°40","CON CONFORMIDAD","26-JUN-20","FDMDMN°40","26-JUN-20","REING DE MEDIC FARM D.U--------FORMATO 40 DEL HAB","B","49","ACCES., REPUEST. DE EQ. MÉDICOS Y QUIRÚRG. Y SUMINIST. MÉDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)","57","MATERIAL MÉDICO","0129","EQUIPOS DE TRANSFUSIÓN, VENOCLISIS ","0007","EQUIPO MICROGOTERO CON VOLUTROL","112","UNIDAD","328","SIN MARCA","2","3","6"
"2020","AMAZONAS","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","440","GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS","1101","403","REGION AMAZONAS-HOSPITAL DE APOYO BAGUA","001","002","ALMACEN ESPECIALIZADO DE MEDICAMENTOS","4","NEA - DONACION","71","0","0","HAB","REING DE MEDIC FARM D.U--------FORMATO 40 DEL HAB","26-JUN-20","6","JUNIO","C","FMDMDN°40","FMDMDN°40","CON CONFORMIDAD","26-JUN-20","FDMDMN°40","26-JUN-20","REING DE MEDIC FARM D.U--------FORMATO 40 DEL HAB","B","49","ACCES., REPUEST. DE EQ. MÉDICOS Y QUIRÚRG. Y SUMINIST. MÉDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)","57","MATERIAL MÉDICO","0035","JERINGAS DESCARTABLES","0055","JERINGA DESCARTABLE 20 mL CON AGUJA 21 G X 1 1/2 in","112","UNIDAD","328","SIN MARCA","11",".31","3.41"
"2020","AMAZONAS","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","440","GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS","1101","403","REGION AMAZONAS-HOSPITAL DE APOYO BAGUA","001","002","ALMACEN ESPECIALIZADO DE MEDICAMENTOS","4","NEA - DONACION","70","0","0","HAB","REING DE MEDIC DE FARM D.U FORMATO 39 DEL HAB","26-JUN-20","6","JUNIO","C","FDMDM N°39","FDMDM N°39","CON CONFORMIDAD","26-JUN-20","FDMDMN°39","26-JUN-20","REING DE MEDIC DE FARM D.U FORMATO 39 DEL HAB","B","58","PRODUCTOS FARMACÉUTICOS","38","MEDICAMENTOS QUE AFECTAN SIST.GASTROINTEST.: ANTIÁCIDOS, LAXANTES, ANTIDIARREIC, ANTIULCER. Y OTROS","0075","DIMENHIDRINATO.","0001","DIMENHIDRINATO 50 mg INY 5 mL","112","UNIDAD","328","SIN MARCA","4",".8","3.2"
"2020","AMAZONAS","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","440","GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS","1101","403","REGION AMAZONAS-HOSPITAL DE APOYO BAGUA","001","002","ALMACEN ESPECIALIZADO DE MEDICAMENTOS","4","NEA - DONACION","70","0","0","HAB","REING DE MEDIC DE FARM D.U FORMATO 39 DEL HAB","26-JUN-20","6","JUNIO","C","FDMDM N°39","FDMDM N°39","CON CONFORMIDAD","26-JUN-20","FDMDMN°39","26-JUN-20","REING DE MEDIC DE FARM D.U FORMATO 39 DEL HAB","B","58","PRODUCTOS FARMACÉUTICOS","02","MEDICAMENTOS ANALGÉSICOS, ANTIPIRÉTICOS, ANTIINFLAMATORIOS Y ANTIGOTOSOS","0044","METAMIZOL","0001","METAMIZOL SODICO 1 g INY 2 mL","112","UNIDAD","328","SIN MARCA","7",".258571","1.81"
"2020","AMAZONAS","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","440","GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS","1101","403","REGION AMAZONAS-HOSPITAL DE APOYO BAGUA","001","002","ALMACEN ESPECIALIZADO DE MEDICAMENTOS","4","NEA - DONACION","70","0","0","HAB","REING DE MEDIC DE FARM D.U FORMATO 39 DEL HAB","26-JUN-20","6","JUNIO","C","FDMDM N°39","FDMDM N°39","CON CONFORMIDAD","26-JUN-20","FDMDMN°39","26-JUN-20","REING DE MEDIC DE FARM D.U FORMATO 39 DEL HAB","B","58","PRODUCTOS FARMACÉUTICOS","38","MEDICAMENTOS QUE AFECTAN SIST.GASTROINTEST.: ANTIÁCIDOS, LAXANTES, ANTIDIARREIC, ANTIULCER. Y OTROS","0072","RANITIDINA.","0003","RANITIDINA (COMO CLORHIDRATO) 25 mg/mL INY 2 mL","112","UNIDAD","328","SIN MARCA","1",".27",".27"
"2020","AMAZONAS","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","440","GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS","1101","403","REGION AMAZONAS-HOSPITAL DE APOYO BAGUA","001","002","ALMACEN ESPECIALIZADO DE MEDICAMENTOS","4","NEA - DONACION","70","0","0","HAB","REING DE MEDIC DE FARM D.U FORMATO 39 DEL HAB","26-JUN-20","6","JUNIO","C","FDMDM N°39","FDMDM N°39","CON CONFORMIDAD","26-JUN-20","FDMDMN°39","26-JUN-20","REING DE MEDIC DE FARM D.U FORMATO 39 DEL HAB","B","58","PRODUCTOS FARMACÉUTICOS","69","ANALGÉSICOS NARCÓTICOS Y ANTAGONISTAS NARCÓTICOS","0006","TRAMADOL_","0010","TRAMADOL 50 mg/mL INY 2 mL","112","UNIDAD","328","SIN MARCA","1",".38",".38"
"2020","AMAZONAS","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","440","GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS","1101","403","REGION AMAZONAS-HOSPITAL DE APOYO BAGUA","001","002","ALMACEN ESPECIALIZADO DE MEDICAMENTOS","4","NEA - DONACION","69","0","0","AEM / HAB","REING DE PROD  PRE INVENTARIO DEL AEM","12-JUN-20","6","JUNIO","C","AEM N°05","AEM N°05","CON CONFORMIDAD","12-JUN-20","AEM N°05","12-JUN-20","REING DE PROD  PRE INVENTARIO DEL AEM","B","49","ACCES., REPUEST. DE EQ. MÉDICOS Y QUIRÚRG. Y SUMINIST. MÉDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)","57","MATERIAL MÉDICO","0040","MÁSCARAS DE OXÍGENO","0031","MASCARILLA DE OXIGENO DESCARTABLE ADULTO","112","UNIDAD","328","SIN MARCA","28","5.903929","165.31"
"2020","AMAZONAS","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","440","GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS","1101","403","REGION AMAZONAS-HOSPITAL DE APOYO BAGUA","001","002","ALMACEN ESPECIALIZADO DE MEDICAMENTOS","4","NEA - DONACION","69","0","0","AEM / HAB","REING DE PROD  PRE INVENTARIO DEL AEM","12-JUN-20","6","JUNIO","C","AEM N°05","AEM N°05","CON CONFORMIDAD","12-JUN-20","AEM N°05","12-JUN-20","REING DE PROD  PRE INVENTARIO DEL AEM","B","49","ACCES., REPUEST. DE EQ. MÉDICOS Y QUIRÚRG. Y SUMINIST. MÉDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)","57","MATERIAL MÉDICO","0058","SUTURAS SEDA","0055","SUTURA SEDA NEGRA TRENZADA 3/0 C/A 1/2 CIRCULO REDONDA 30 mm X 75 cm ","112","UNIDAD","328","SIN MARCA","3",".933333","2.8"
"2020","AMAZONAS","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","440","GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS","1101","403","REGION AMAZONAS-HOSPITAL DE APOYO BAGUA","001","002","ALMACEN ESPECIALIZADO DE MEDICAMENTOS","4","NEA - DONACION","68","0","0","AEM HAB","REIG DE PROD AL AEM HAB","21-MAY-20","5","MAYO","C","AEM N°04","AEM N°04","CON CONFORMIDAD","21-MAY-20","AEM N°04","21-MAY-20","REIG DE PROD AL AEM HAB","B","35","PRODUCTOS QUÍMICOS INCLUYE BIO-QUÍMICOS Y GASES INDUSTR. Y REACTIVOS DE ANÁLISIS CLÍNICOS Y DIAG","11","BIOQUÍMICA : REACTIVOS USO ESPECÍFICO Y USO GENERAL","0002","BIOQUÍMICA:  REACTIVOS USO ESPECÍFICO","0418","TRIGLICERIDOS ENZIMATICO X 400 DETERMINACIONES","112","UNIDAD","328","SIN MARCA","1","440","440"
"2020","AMAZONAS","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","440","GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS","1101","403","REGION AMAZONAS-HOSPITAL DE APOYO BAGUA","001","002","ALMACEN ESPECIALIZADO DE MEDICAMENTOS","4","NEA - DONACION","67","0","0","FARM I.S DEL HAB","REING DE MEDIC FARM I.S  DEL HAB","21-MAY-20","5","MAYO","C","I.S N°02","60","CON CONFORMIDAD","21-MAY-20","I.S N°02","21-MAY-20","REING DE MEDIC FARM I.S  DEL HAB","B","58","PRODUCTOS FARMACÉUTICOS","21","MEDICAMENTOS ANTIINFECCIOSOS: ANTIPROTOZOARIOS ANTIMALÁRICOS","0009","PRIMAQUINA","0003","PRIMAQUINA FOSFATO 15 mg TAB","112","UNIDAD","328","SIN MARCA","43",".419302","18.03"
"2020","AMAZONAS","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","440","GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS","1101","403","REGION AMAZONAS-HOSPITAL DE APOYO BAGUA","001","002","ALMACEN ESPECIALIZADO DE MEDICAMENTOS","4","NEA - DONACION","66","0","0","HOSPITAL DE APOYO BAGUA","REING DE MEDIC FARM D.U DEL HAB","31-MAR-20","3","MARZO","C","FDMDMN°38","FDMDMN°38","CON CONFORMIDAD","01-APR-20","FDMDMN°38","31-MAR-20","REING DE MEDIC FARM D.U DEL HAB","B","58","PRODUCTOS FARMACÉUTICOS","07","MEDICAMENTOS ANTIINFECCIOSOS ANTIBIÓTICOS:  PENICILINAS","0009","AMPICILINA ","0003","AMPICILINA (COMO SAL SODICA) CON DILUYENTE 500 mg INY","112","UNIDAD","328","SIN MARCA","1","1.03","1.03"
"2020","AMAZONAS","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","440","GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS","1101","403","REGION AMAZONAS-HOSPITAL DE APOYO BAGUA","001","002","ALMACEN ESPECIALIZADO DE MEDICAMENTOS","4","NEA - DONACION","66","0","0","HOSPITAL DE APOYO BAGUA","REING DE MEDIC FARM D.U DEL HAB","31-MAR-20","3","MARZO","C","FDMDMN°38","FDMDMN°38","CON CONFORMIDAD","01-APR-20","FDMDMN°38","31-MAR-20","REING DE MEDIC FARM D.U DEL HAB","B","58","PRODUCTOS FARMACÉUTICOS","07","MEDICAMENTOS ANTIINFECCIOSOS ANTIBIÓTICOS:  PENICILINAS","0009","AMPICILINA ","0008","AMPICILINA (COMO SAL SODICA) CON DILUYENTE 1 g INY","112","UNIDAD","328","SIN MARCA","43",".74","31.82"
"2020","AMAZONAS","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","440","GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS","1101","403","REGION AMAZONAS-HOSPITAL DE APOYO BAGUA","001","002","ALMACEN ESPECIALIZADO DE MEDICAMENTOS","4","NEA - DONACION","66","0","0","HOSPITAL DE APOYO BAGUA","REING DE MEDIC FARM D.U DEL HAB","31-MAR-20","3","MARZO","C","FDMDMN°38","FDMDMN°38","CON CONFORMIDAD","01-APR-20","FDMDMN°38","31-MAR-20","REING DE MEDIC FARM D.U DEL HAB","B","58","PRODUCTOS FARMACÉUTICOS","07","MEDICAMENTOS ANTIINFECCIOSOS ANTIBIÓTICOS:  PENICILINAS","0016","BENZATINA BENCILPENICILINA","0001","BENZATINA BENCILPENICILINA 1200000 UI INY CON DILUYENTE","112","UNIDAD","328","SIN MARCA","1",".69",".69"
"2020","AMAZONAS","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","440","GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS","1101","403","REGION AMAZONAS-HOSPITAL DE APOYO BAGUA","001","002","ALMACEN ESPECIALIZADO DE MEDICAMENTOS","4","NEA - DONACION","66","0","0","HOSPITAL DE APOYO BAGUA","REING DE MEDIC FARM D.U DEL HAB","31-MAR-20","3","MARZO","C","FDMDMN°38","FDMDMN°38","CON CONFORMIDAD","01-APR-20","FDMDMN°38","31-MAR-20","REING DE MEDIC FARM D.U DEL HAB","B","58","PRODUCTOS FARMACÉUTICOS","69","ANALGÉSICOS NARCÓTICOS Y ANTAGONISTAS NARCÓTICOS","0006","TRAMADOL_","0010","TRAMADOL 50 mg/mL INY 2 mL","112","UNIDAD","328","SIN MARCA","2",".38",".76"
"2020","AMAZONAS","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","440","GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS","1101","403","REGION AMAZONAS-HOSPITAL DE APOYO BAGUA","001","002","ALMACEN ESPECIALIZADO DE MEDICAMENTOS","4","NEA - DONACION","66","0","0","HOSPITAL DE APOYO BAGUA","REING DE MEDIC FARM D.U DEL HAB","31-MAR-20","3","MARZO","C","FDMDMN°38","FDMDMN°38","CON CONFORMIDAD","01-APR-20","FDMDMN°38","31-MAR-20","REING DE MEDIC FARM D.U DEL HAB","B","58","PRODUCTOS FARMACÉUTICOS","69","ANALGÉSICOS NARCÓTICOS Y ANTAGONISTAS NARCÓTICOS","0006","TRAMADOL_","0009","TRAMADOL (CLORHIDRATO) 50 mg/mL INY 1 mL","112","UNIDAD","328","SIN MARCA","35",".380857","13.33"
"2020","AMAZONAS","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","440","GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS","1101","403","REGION AMAZONAS-HOSPITAL DE APOYO BAGUA","001","002","ALMACEN ESPECIALIZADO DE MEDICAMENTOS","4","NEA - DONACION","66","0","0","HOSPITAL DE APOYO BAGUA","REING DE MEDIC FARM D.U DEL HAB","31-MAR-20","3","MARZO","C","FDMDMN°38","FDMDMN°38","CON CONFORMIDAD","01-APR-20","FDMDMN°38","31-MAR-20","REING DE MEDIC FARM D.U DEL HAB","B","58","PRODUCTOS FARMACÉUTICOS","07","MEDICAMENTOS ANTIINFECCIOSOS ANTIBIÓTICOS:  PENICILINAS","0014","OXACILINA","0001","OXACILINA 1 g INY","112","UNIDAD","328","SIN MARCA","1",".74",".74"
